,ISIN CODE,NAME,TICKER SYMBOL,trade_count,n_distinct_traders,n_distinct_trade_types,ts_rows,reason_to_exclude
2195,NA,BROADSCALE ACQUISITION CORP CL B,SCLE,0,0,0,824.0,No trades done
3269,NA,SEAPORT CALIBRE MATERIALS ACQ CL B,SCMA,0,0,0,824.0,No trades done
3389,NA,SUST.DEV.ACQ.I CORP.CL B,SDAC,0,0,0,824.0,No trades done
1505,US81141R1005,SEA 'A' SPN.ADR 1:1,SE,0,0,0,1108.0,No trades done
1506,CA8119161054,SEABRIDGE GOLD (NYS),SEA,0,0,0,1509.0,No trades done
3265,NA,SDCL EDGE ACQUISITION CORP CL B,SEDA,0,0,0,824.0,No trades done
1524,BMG7738W1064,SFL,SFL,0,0,0,1509.0,No trades done
701,US30711Y3009,FANG HOLDINGS ADR 1:10,SFUN,0,0,0,1509.0,No trades done
3356,NA,SPS.ENTM.ACQ CL B,SGHC,0,0,0,824.0,No trades done
3262,NA,SCP HEALTHCARE CO CL B,SHAC,0,0,0,824.0,No trades done
3287,NA,SHERWOOD BRANDS INCO.,SHD,0,0,0,824.0,No trades done
1527,US7802593050,SHELL ADR EACH 1:2,SHEL,0,0,0,1509.0,No trades done
1530,US8245961003,SHINHAN FINL.GP.ADR 1:1,SHG,0,0,0,1509.0,No trades done
1542,US82935M1099,SINOPEC SHANGHAI ADR 1:100,SHI,0,0,0,1509.0,No trades done
1531,CA82509L1076,SHOPIFY 'A' (NYS),SHOP,0,0,0,1509.0,No trades done
1534,US20440W1053,SIDERURGICA NACIONAL ON ADR 1:1,SID,0,0,0,1509.0,No trades done
3290,NA,SIERRA LAKE ACQUISITION CL B,SIER,0,0,0,824.0,No trades done
3300,NA,SIMON TRSP.SVS.'B',SIMNQ,0,0,0,824.0,No trades done
3301,NA,SIRICOMM 'B',SIRCQ,0,0,0,824.0,No trades done
1526,CA82028K2002,SHAW COMMS.'B' CONV. (NYS),SJR.B,0,0,0,1509.0,No trades done
1550,CA83056P7157,SKEENA RES. (NYS),SKE,0,0,0,1509.0,No trades done
1548,US78440P3064,SK TELECOM ADR 9:5,SKM,0,0,0,1509.0,No trades done
3303,NA,SKYDECK ACQUISITION CORP CL B,SKYA,0,0,0,824.0,No trades done
3325,NA,SOCIAL LEVERAGE ACQUISITION I CORP CL B,SLAC,0,0,0,824.0,No trades done
3292,NA,SILVER CREST ACQUISITION CORP CL B,SLCR,0,0,0,824.0,No trades done
1621,CA8667961053,SUN LIFE FINL. (NYS),SLF,0,0,0,1509.0,No trades done
2725,NA,HOCKEY,SLMM,0,0,0,824.0,No trades done
1617,US86562M2098,SUMITOMO MITSUI FINL.ADR 5:1,SMFG,0,0,0,1509.0,No trades done
1539,IL0011751653,SIMILARWEB,SMWB,0,0,0,214.0,No trades done
1559,US83175M2052,SMITH NEPHEW ADR 1:2,SNN,0,0,0,1509.0,No trades done
415,US16941R1086,CHINA PTL.& CHM.'H' ADR 1:100,SNP,0,0,0,1509.0,No trades done
3281,NA,SENIOR CONNECT ACQUISITION CL B,SNRH,0,0,0,824.0,No trades done
1571,US8356993076,SONY GROUP ADR 1:1,SONY,0,0,0,1509.0,No trades done
1572,US83587W1062,SOS ADR 1:10,SOS,0,0,0,1230.0,No trades done
3345,NA,SPIEGEL 'B',SPGLQ,0,0,0,824.0,No trades done
3283,NA,SEPRAGEN 'B',SPGNA,0,0,0,824.0,No trades done
3298,NA,SIM.PR.GP.ACQ.HDG.INCO. CL B,SPGS,0,0,0,824.0,No trades done
3295,NA,SILVERASPIKEAACQUISITION AII CORP CL B,SPKB,0,0,0,824.0,No trades done
3350,NA,SPORTSTEK ACQUISITION CL B,SPTK,0,0,0,824.0,No trades done
1563,US8336351056,SOCIEDAD QUIMICA Y MINERA DE CHILE ADR 1:1,SQM,0,0,0,1509.0,No trades done
1519,US8173232070,SEQUANS COMMUNICATIONS ADR 1:4,SQNS,0,0,0,1509.0,No trades done
3347,NA,SPORTRADAR GROUP AG CL B,SRAD,0,0,0,824.0,No trades done
3360,NA,STAGE STORES INC,SSINQ,0,0,0,824.0,No trades done
3627,NA,YUCAIPA ACQUISITION CORP CL B,SSU,0,0,0,824.0,No trades done
1624,US86740P2074,SUNLANDS TECH.2 AMER. DEPY.SHS.2:1,STG,0,0,0,1003.0,No trades done
1602,NL00150001Q9,STELLANTIS (NYS),STLA,0,0,0,1509.0,No trades done
1609,US8610121027,STMICROELECTRONICS ADR 1:1,STM,0,0,0,1509.0,No trades done
1501,MHY7542C1306,SCORPIO TANKERS,STNG,0,0,0,1509.0,No trades done
3384,NA,SUPERNOVA PARTNERS ACQUI CL B,STRE,0,0,0,824.0,No trades done
3366,NA,STARSOFT INC,STSF,0,0,0,824.0,No trades done
3311,NA,SMARTSTOP SELF STORAGE REIT INC CL B,STSFF,0,0,0,824.0,No trades done
1623,CA8672241079,SUNCOR ENERGY INCO.(NYS),SU,0,0,0,1509.0,No trades done
3381,NA,SUNFIRE ACQUISITION CORP LTD CL B,SUNFU,0,0,0,824.0,No trades done
837,US40054A1088,GRUPO SUPERVIELLE 'B' ADR 1:5,SUPV,0,0,0,1467.0,No trades done
2727,NA,HOLLINGER INTL.,SUTMQ,0,0,0,824.0,No trades done
1629,US86959K1051,SUZANO 1 AMERICAN DEPOSITARY SHARES 1:1,SUZ,0,0,0,1509.0,No trades done
1934,NA,7 ACQUISITION CORP CL B,SVNA,0,0,0,824.0,No trades done
3329,NA,SOFTWARE ACQUISITION GROUP III CL B,SWAG,0,0,0,824.0,No trades done
2098,NA,ATHLON ACQUISITION CORP CL B,SWET,0,0,0,824.0,No trades done
3336,NA,SOUTHCROSS ENERGY PARTNERS CL C,SXEEQ,0,0,0,824.0,No trades done
3481,NA,TREPONT ACQUISITION I CORP CL B,TACA,0,0,0,824.0,No trades done
1637,US8740602052,TAKEDA PHARMACEUTICAL ADR 2:1,TAK,0,0,0,1509.0,No trades done
1644,IL0010827181,TARO PHARM.INDS.,TARO,0,0,0,1509.0,No trades done
3439,NA,THUNDER BDG.CAPNS.III CL B,TBCP,0,0,0,824.0,No trades done
2788,NA,ION ACQUISITION CORP 1 LTD CL B,TBLA,0,0,0,824.0,No trades done
3411,NA,TB SA ACQUISITION CORP CL B,TBSA,0,0,0,824.0,No trades done
3417,NA,TECHNOLOGY GENERAL 'A',TCGN,0,0,0,824.0,No trades done
1721,CA89612W1023,TRICON RESIDENTIAL (NYS),TCN,0,0,0,1509.0,No trades done
3474,NA,TRAJECTORY ALPHA ACQUISITION CL B,TCOA,0,0,0,824.0,No trades done
3414,NA,TCV ACQUISITION CORP CL B,TCVA,0,0,0,824.0,No trades done
1702,CA8911605092,TORONTO DOM.BK. (NYS),TD,0,0,0,1509.0,No trades done
1649,US87190U1007,TDCX ADR 1:1,TDCX,0,0,0,115.0,No trades done
1653,CA8787422044,TECK RESOURCES (NYS) SUBORDINATE VOTING B,TECK,0,0,0,1509.0,No trades done
1662,US8793822086,TELEFONICA ADR 1:1,TEF,0,0,0,1509.0,No trades done
1659,US8792732096,TELECOM ARGN.B SPN.ADR 1:5,TEO,0,0,0,1509.0,No trades done
3416,NA,TECHAANDAENERGY TRANSITIONACORP CL B,TETC,0,0,0,824.0,No trades done
1684,CA87241L1094,TFI INTERNATIONAL (OTC),TFII,0,0,0,1509.0,No trades done
1682,BMG8766E1093,TEXTAINER GROUP HOLDINGS,TGH,0,0,0,1509.0,No trades done
3418,MHY8564M1057,TEEKAY LNG PARTNERS DEAD - DELIST.13/01/22,TGP,0,0,0,1466.0,No trades done
1731,US8938702045,TSPA.GAS DEL SUR SPN.ADR 1:5,TGS,0,0,0,1509.0,No trades done
3438,NA,THRIVE ACQUISITION CORP CL B,THAC,0,0,0,824.0,No trades done
3441,NA,THUNDER BRIDGE CAPITAL PARTNERS IV CL B,THCP,0,0,0,824.0,No trades done
2747,NA,IMAGING CENTER INCO.,TIGC,0,0,0,824.0,No trades done
1691,US88706T1088,TIM ADR 1:5,TIMB,0,0,0,1509.0,No trades done
3444,NA,TIGA ACQUISITION CORP CL B,TINV,0,0,0,824.0,No trades done
3452,NA,TIO TECH A CL B,TIOA,0,0,0,824.0,No trades done
1667,CA87975H1001,TELUS INTERNATIONAL(NYS) CDA SUBORDINATE,TIXT,0,0,0,282.0,No trades done
1654,MHY8564W1030,TEEKAY,TK,0,0,0,1509.0,No trades done
1734,US9001112047,TURKCELL ILETISM HIZMET ADR 2:5,TKC,0,0,0,1509.0,No trades done
3454,NA,TLG ACQUISITION ONE CORP CL B,TLGA,0,0,0,824.0,No trades done
3455,NA,TLGY ACQUISITION CORP CL B,TLGY,0,0,0,824.0,No trades done
1664,US7156841063,TELEKOMUNIKASI INDO.SPN. ADR 1:100,TLK,0,0,0,1509.0,No trades done
3421,NA,TELYNX INCO. DEAD - DUPL.SEE 546964,TLYN,0,0,0,824.0,No trades done
1706,US8923313071,TOYOTA MOTOR ADR 1:10,TM,0,0,0,1509.0,No trades done
2997,NA,MUSIC ACQUISITION CORP CL B,TMAC,0,0,0,824.0,No trades done
1670,US88034P1093,TENCENT MSC.ENTM. GP.ADR 1:2,TME,0,0,0,821.0,No trades done
3408,NA,TASTEMAKER ACQUISITION CORP CL B,TMKR,0,0,0,824.0,No trades done
3491,NA,TURMERIC ACQUISITION CO CL B,TMPM,0,0,0,824.0,No trades done
1655,MHY8565N3002,TEEKAY TANKERS 'A',TNK,0,0,0,1509.0,No trades done
3407,NA,TALON 1 ACQUISITION CORP CL B,TOAC,0,0,0,824.0,No trades done
3462,NA,TPB ACQUISITION CORPORATION I CL B,TPBA,0,0,0,824.0,No trades done
3002,NA,NAPRO BIOTHERAPUTICS NV.,TPPHQ,0,0,0,824.0,No trades done
3496,NA,TWIN RIDGE CAPITAL ACQUISITION CL B,TRCA,0,0,0,824.0,No trades done
3019,NA,NETFIN ACQUISITION CORP CL B,TRIRF,0,0,0,824.0,No trades done
3485,NA,TRISTAR ACQUISITION I CORP CL B,TRIS,0,0,0,824.0,No trades done
3480,NA,TREND LINES 'B',TRNDQ,0,0,0,824.0,No trades done
2351,NA,CORNER GROWTH ACQUISITION 2 CL B,TRON,0,0,0,824.0,No trades done
1647,CA87807B1076,TC ENERGY (NYS),TRP,0,0,0,1509.0,No trades done
1736,CA9004352071,TURQUOISE HILL RES.(NYS),TRQ,0,0,0,1509.0,No trades done
3459,NA,TORTOISEECOFIN ACQUISITION CL B,TRTL,0,0,0,824.0,No trades done
1669,US88031M1099,TENARIS ADS. 1:2,TS,0,0,0,1509.0,No trades done
3415,NA,TCW SPECIAL PURPOSE ACQUISITION CORP CL C,TSPQ,0,0,0,824.0,No trades done
1704,US89151E1091,TOTALENERGIES ADR EACH 1:1,TTE,0,0,0,1509.0,No trades done
1645,US8765685024,TATA MOTORS ADR 1:5,TTM,0,0,0,1509.0,No trades done
1732,IL0011571556,TUFIN SOFTWARE TECHNOLOGIES,TUFN,0,0,0,739.0,No trades done
1738,US90114C1071,TUYA ADR 1:1,TUYA,0,0,0,252.0,No trades done
838,US40049J2069,GRUPO TELEVISA SPN.ADR 1:5,TV,0,0,0,1509.0,No trades done
2151,NA,BILANDER ACQUISITION CORP CL B,TWCB,0,0,0,824.0,No trades done
3597,NA,WESTWOOD GP.'B',TWGI,0,0,0,824.0,No trades done
3494,NA,TWELVE SEAS INV.CO.II CL B,TWLV,0,0,0,824.0,No trades done
3401,NA,TAILWIND ACQUISITION CORP CL C,TWND,0,0,0,824.0,No trades done
3402,NA,TAILWIND INTERNATIONAL ACQUISITION CORP CL B,TWNI,0,0,0,824.0,No trades done
3497,NA,TWO CL B,TWOA,0,0,0,824.0,No trades done
1677,US8808901081,TERNIUM SPN.ADR 1:10,TX,0,0,0,1509.0,No trades done
3498,NA,TZP STRATEGIES ACQUISITION CO CL B,TZPS,0,0,0,824.0,No trades done
3512,NA,US AIRCRAFT-B,UAIRA,0,0,0,824.0,No trades done
1747,CH0244767585,UBS GROUP (NYS),UBSG,0,0,0,1509.0,No trades done
2013,NA,AMERENUE,UELMO,0,0,0,824.0,No trades done
1751,US90400P1012,ULTRAPAR PARTICIPACOES SA SPN.ADR 1:1,UGP,0,0,0,1509.0,No trades done
3501,NA,UNIHOLDING NV.,UHLD,0,0,0,824.0,No trades done
1757,US9047677045,UNILEVER SPN.ADR 1:1,UL,0,0,0,1509.0,No trades done
1785,US9108734057,UTD.MICRO ELTN.CO.ADR 1:5,UMC,0,0,0,1509.0,No trades done
2018,NA,AMERICAN BIOGENTIC SCI. 'B',USAQ,0,0,0,824.0,No trades done
3513,NA,US CENTURY BANK CL B,USCB,0,0,0,824.0,No trades done
3525,NA,UTXO ACQUISITION INC CL B,UTXOU,0,0,0,824.0,No trades done
3542,NA,VECTOR ACQUISITION II CL B,VAQC,0,0,0,824.0,No trades done
1929,NA,10X CAPITAL VENTURE ACQUISITION II CL B,VCXA,0,0,0,824.0,No trades done
3537,NA,VANTAGE ENERGY ACQ CORP CL B,VEACU,0,0,0,824.0,No trades done
3544,NA,VELOCITYAACQUISITION CORP CL B,VELO,0,0,0,824.0,No trades done
1807,CA9237251058,VERMILLION EN.TST. (NYS),VET,0,0,0,1509.0,No trades done
1810,US91823Y1091,VIA OPTRONICS 5 ADR 5:1,VIAO,0,0,0,371.0,No trades done
1935,NA,7GCA&AHOLDINGSACOAINC CL B,VII,0,0,0,824.0,No trades done
3555,NA,VILLAGEWORLD.COM INC.,VILW,0,0,0,824.0,No trades done
2645,NA,GLDN.STATE VINT.INCO. DEAD - DUPL.SEE 683867,VINT,0,0,0,824.0,No trades done
1814,US92763W1036,VIPSHOP HOLDINGS SPONSORED ADS 5:1,VIPS,0,0,0,1509.0,No trades done
3534,NA,VALOR LATITUDE ACQUISITION CL B,VLAT,0,0,0,824.0,No trades done
489,US21240E1055,CONTROLADORA VUELA ADR 1:10,VLRS,0,0,0,1509.0,No trades done
3535,NA,VALUENCE MERGER CORP I CL B,VMCAU,0,0,0,824.0,No trades done
3567,NA,VMG CONSUMER ACQUISITION CORP CL B,VMGA,0,0,0,824.0,No trades done
1826,US91829B1035,VOC ENERGY TRUST UNITS,VOC,0,0,0,1509.0,No trades done
3572,NA,VPC IMPACT ACQUISITION HOLDINGS II CL B,VPCB,0,0,0,824.0,No trades done
3578,NA,WALDENCASTAACQUISITION CORP CL B,WALD,0,0,0,824.0,No trades done
3584,NA,WARRIOR TECHS.ACQ.CO. CL B,WARR,0,0,0,824.0,No trades done
3587,NA,WAVERLEY CAPITAL ACQUISITION CORP 1 CL B,WAVC,0,0,0,824.0,No trades done
3586,NA,WAVE SYS.'B',WAVXQ,0,0,0,824.0,No trades done
3579,NA,WALLBOX NV CL B,WBX,0,0,0,824.0,No trades done
1844,US94132V1052,WATER DROP ADR 1:10,WDH,0,0,0,217.0,No trades done
1854,US94861A2078,WEIDAI ADR 1:5,WEI,0,0,0,838.0,No trades done
2768,NA,INTEGRATED WELLNESS ACQUISITION CL B,WEL,0,0,0,824.0,No trades done
1886,US9810641087,WOORI FGP.AMER.DPSH.1:3,WF,0,0,0,1509.0,No trades done
1860,CA9528451052,WEST FRASER TIMBER (NYS),WFG,0,0,0,1509.0,No trades done
3604,NA,WICKES 'B',WIKS,0,0,0,824.0,No trades done
1882,US97651M1099,WIPRO ADR 1:1,WIT,0,0,0,1509.0,No trades done
1883,US92932M1018,WNS HDG. 1:1 ADR,WNS,0,0,0,1509.0,No trades done
3581,NA,WARBURGAPINCUSACAPITAL I A CORP CL B,WPCA,0,0,0,824.0,No trades done
3580,NA,WARBURG PINCUS CAPITAL I B CORP CL B,WPCB,0,0,0,824.0,No trades done
1870,CA9628791027,WHEATON PRMTL. (NYS),WPM,0,0,0,1509.0,No trades done
3599,NA,WET SEAL 'B',WTSLQ,0,0,0,824.0,No trades done
3611,NA,WORLD WIDE WEB,WWWB,0,0,0,824.0,No trades done
2529,NA,EXCELFIN ACQUISITION CORP CL B,XFIN,0,0,0,824.0,No trades done
1897,US98417P1057,XINYUAN RLST.ADR 1:2,XIN,0,0,0,1509.0,No trades done
1899,US98422D1054,XPENG ADR 1:2,XPEV,0,0,0,391.0,No trades done
2441,NA,DPCM CAPITAL INC CL B,XPOA,0,0,0,824.0,No trades done
1895,US98372W2026,X FINL.AMER. DEPOSITORY RECPT.1:6,XYF,0,0,0,879.0,No trades done
1903,US98459U1034,YALLA GROUP ADR 1:1,YALA,0,0,0,368.0,No trades done
765,US35969L1089,FULL TRUCK ALLIANCE 20 ADR A 1:20,YMM,0,0,0,186.0,No trades done
1911,US9842451000,YPF 'D' SPN.ADR 1:1,YPF,0,0,0,1509.0,No trades done
1909,US98585L1008,YIREN DIGITAL ADR 1:2,YRD,0,0,0,1509.0,No trades done
1904,CA98462Y1007,YAMANA GOLD (NYS),YRI,0,0,0,1509.0,No trades done
1905,US9851941099,YATSEN HOLDING ADR 1:4,YSG,0,0,0,332.0,No trades done
1915,US98945L1052,ZEPP HEALTH CORPORATION ADR EACH 1:4,ZEPP,0,0,0,1033.0,No trades done
1919,US98955N1081,ZHIHU 2 ADR 2:1,ZH,0,0,0,246.0,No trades done
1920,IL0065100930,ZIM INTEGRATED SHIPPING SERVICES,ZIM,0,0,0,286.0,No trades done
1918,US98955H2004,ZHANGMEN EDUCATION ADR EACH 1:72,ZME,0,0,0,196.0,No trades done
416,US1694091091,CHINA STHN.AIRL.'H' SPN. ADR 1:50,ZNH,0,0,0,1509.0,No trades done
3634,NA,ZIMMER ENERGY TRANSITION ACQUISITION CL B,ZT,0,0,0,824.0,No trades done
1924,US98980A1051,ZTO EXPRESS (CAYMAN) 'A' ADR 1:1,ZTO,0,0,0,1355.0,No trades done
3641,NA,Z-WORK ACQUISITION CORP CL B,ZWRK,0,0,0,824.0,No trades done
2074,NA,ARLINGTON ASSET INV 'B',AAIC,203,21,9,824.0,Non-unique-ticker
149,US0413562051,ARLINGTON ASSET INVESTMENT A,AAIC,203,21,9,1509.0,Non-unique-ticker
1977,NA,ALEX.& ALEX.SVS.'C' DEAD - DUPL.SEE 510780,AAL,827,45,9,824.0,Non-unique-ticker
1978,NA,ALEXANDER/ALEXANDER CLASS A,AAL,827,45,9,824.0,Non-unique-ticker
2026,NA,AMERISOURCEBERGEN 'B',ABC,1319,42,9,824.0,Non-unique-ticker
2027,NA,AMERISOURCEBERGEN 'C',ABC,1319,42,9,824.0,Non-unique-ticker
100,US03073E1055,AMERISOURCEBERGEN,ABC,1319,42,9,1509.0,Non-unique-ticker
1970,NA,AIRBNB INC CL B,ABNB,305,15,8,824.0,Non-unique-ticker
1971,NA,AIRBNB INC CL C,ABNB,305,15,8,824.0,Non-unique-ticker
1972,NA,AIRBNB INC CL D,ABNB,305,15,8,824.0,Non-unique-ticker
2088,NA,ASSOCIATED CAPITAL GROUP INC CL B,AC,54,7,5,824.0,Non-unique-ticker
168,US0455281065,ASSOCIATED CAPITAL GROUP,AC,54,7,5,1509.0,Non-unique-ticker
1951,NA,ADVACEPCS B-1,ADVP,50,16,4,824.0,Non-unique-ticker
1956,NA,ADVANCEPCS B-2,ADVP,50,16,4,824.0,Non-unique-ticker
2551,NA,FEDERAL AGRI.MGE.'B',AGM,1558,67,8,824.0,Non-unique-ticker
707,US3131481083,FEDERAL AGRI.MGE.'A',AGM,1558,67,8,1507.0,Non-unique-ticker
706,US3131483063,FED.AGRI.MGE.NV.C,AGM,1558,67,8,1509.0,Non-unique-ticker
2214,NA,C3AI INC CL B,AI,112,20,7,824.0,Non-unique-ticker
327,US12468P1049,C3 AI A,AI,112,20,7,319.0,Non-unique-ticker
2046,NA,APARTMENT INV.& MAN.'B',AIV,662,49,9,824.0,Non-unique-ticker
122,US03748R7474,APARTMENT INV.& MAN.'A',AIV,662,49,9,1509.0,Non-unique-ticker
1979,US01626N1019,ALIGHT INC,ALIT,61,18,6,,Non-unique-ticker
58,US01626W1018,ALIGHT A,ALIT,61,18,6,420.0,Non-unique-ticker
2124,NA,B RILEY PRINCIPAL MERGER CORP CL B,ALTG,58,8,6,824.0,Non-unique-ticker
69,US02128L1061,ALTA EQUIPMENT GROUP A,ALTG,58,8,6,730.0,Non-unique-ticker
2042,US03673L1035,ANTERO RES.MIDSTREAM UNIT,AM,238,30,5,749.0,Non-unique-ticker
117,US03676B1026,ANTERO MIDSTREAM,AM,238,30,5,1226.0,Non-unique-ticker
141,LU2369833749,ARDAGH METAL PACKAGING,AMBP,0,0,0,369.0,Non-unique-ticker
2664,NA,GORES HOLDINGS V INC CL B,AMBP,0,0,0,824.0,Non-unique-ticker
2030,NA,AMERUS GP.'B',AMH,324,23,9,824.0,Non-unique-ticker
92,US02665T3068,AMERICAN HOMES 4 RENT CL.A,AMH,324,23,9,1509.0,Non-unique-ticker
2031,NA,AMNEAL PHARMACEUTICALS CL B,AMRX,131,28,7,824.0,Non-unique-ticker
2032,NA,AMNEAL PHARMACEUTICALS CL C,AMRX,131,28,7,824.0,Non-unique-ticker
103,US03168L1052,AMNEAL PHARMACEUTICALS A,AMRX,131,28,7,1509.0,Non-unique-ticker
2029,NA,AMERITRADE HLDG.'B',AMTD,138,17,5,824.0,Non-unique-ticker
108,US00180G1067,AMTD IDEA GP.AMER. DEPY. SHS.1:1,AMTD,138,17,5,660.0,Non-unique-ticker
3425,NA,TESORO LOGISTICS SUBORDNTD.UTS.,ANDX,181,25,7,824.0,Non-unique-ticker
2039,US03350F1066,ANDEAVOR LOGISTICS COMMON UNITS,ANDX,181,25,7,845.0,Non-unique-ticker
1937,NA,ABERCROMBIE & FITCH 'B',ANF,1156,58,8,824.0,Non-unique-ticker
10,US0028962076,ABERCROMBIE & FITCH 'A',ANF,1156,58,8,1509.0,Non-unique-ticker
2048,NA,APOLLO GLOBAL MAN.CL.B UNLISTED,APO,38,18,4,824.0,Non-unique-ticker
125,US03769M1062,APOLLO GLOBAL MANAGEMENT,APO,38,18,4,1509.0,Non-unique-ticker
2163,NA,BLUE APRON HOLDINGS INC CL B,APRN,259,32,7,824.0,Non-unique-ticker
264,US09523Q2003,BLUE APRON HDG.'A',APRN,259,32,7,1187.0,Non-unique-ticker
2064,LU1565283667,ARDAGH GROUP 'A' DEAD - DELIST.08/10/21,ARD,0,0,0,1149.0,Non-unique-ticker
2065,NA,ARDAGH GROUP SA,ARD,0,0,0,824.0,Non-unique-ticker
2071,NA,ARISAWATERASOLUTIONSAINC CL B,ARIS,29,10,3,824.0,Non-unique-ticker
147,US04041L1061,ARIS WATER SOLUTIONS A,ARIS,29,10,3,100.0,Non-unique-ticker
2014,NA,AMERI METRO INC CL B,ARMT,0,0,0,824.0,Non-unique-ticker
2015,NA,AMERI METRO INC CL C,ARMT,0,0,0,824.0,Non-unique-ticker
2016,NA,AMERI METRO INC CL D,ARMT,0,0,0,824.0,Non-unique-ticker
3585,US0404201016,WASHINGTON MUTUAL FIN.,ARR,877,19,7,,Non-unique-ticker
152,US0423155078,ARMOUR RESIDENTIAL REIT,ARR,877,19,7,1509.0,Non-unique-ticker
2083,NA,ASANA INC CL B,ASAN,140,16,7,824.0,Non-unique-ticker
159,US04342Y1047,ASANA A,ASAN,140,16,7,368.0,Non-unique-ticker
2108,NA,AUSTERLITZ ACQUISITION II CL B,ASZ,2,2,1,824.0,Non-unique-ticker
2109,NA,AUSTERLITZ ACQUISITION II CL C,ASZ,2,2,1,824.0,Non-unique-ticker
2095,BMG0684D1074,ATHENE HOLDING A DEAD - DELIST.03/01/22,ATH,290,25,8,1274.0,Non-unique-ticker
2096,NA,ATHENE HOLDING LTD,ATH,290,25,8,824.0,Non-unique-ticker
2097,NA,ATHENE HOLDING LTD 'M',ATH,290,25,8,824.0,Non-unique-ticker
2106,NA,AUSTERLITZ ACQUISITION CORP I CL B,AUS,2,2,1,824.0,Non-unique-ticker
2107,NA,AUSTERLITZ ACQUISITION CORP I CL C,AUS,2,2,1,824.0,Non-unique-ticker
1999,NA,ALTERYX INC,AYX,671,34,8,824.0,Non-unique-ticker
70,US02156B1035,ALTERYX 'A',AYX,671,34,8,1254.0,Non-unique-ticker
2120,NA,AZEK CO INC CL B,AZEK,125,25,7,824.0,Non-unique-ticker
196,US05478C1053,AZEK COMPANY A,AZEK,125,25,7,444.0,Non-unique-ticker
3042,NA,NORTHERN STAR ACQUISITION CO CL B,BARK,14,11,4,824.0,Non-unique-ticker
222,US68622E1047,BARK,BARK,14,11,4,312.0,Non-unique-ticker
2142,BMG1154H1079,BELMOND 'A' DEAD - DELIST.17/04/19,BEL,0,0,0,774.0,Non-unique-ticker
3075,NA,ORIENT EXPRESS HTLS.LTD,BEL,0,0,0,824.0,Non-unique-ticker
306,CA11284V1058,BRKF.RENEW.SUBD. VTG.A,BEPC,0,0,0,415.0,Non-unique-ticker
2200,NA,BROOKFIELDARENEWABLE CL B,BEPC,0,0,0,824.0,Non-unique-ticker
2201,NA,BROOKFIELDARENEWABLE CL C,BEPC,0,0,0,824.0,Non-unique-ticker
314,US1156371007,BROWN-FORMAN 'A',BF.B,0,0,0,1509.0,Non-unique-ticker
315,US1156372096,BROWN-FORMAN 'B',BF.B,0,0,0,1509.0,Non-unique-ticker
2915,NA,LONGVIEW ACQUISITION CO CL B,BFLY,40,19,6,824.0,Non-unique-ticker
324,US1241551027,BUTTERFLY NETWORK A,BFLY,40,19,6,424.0,Non-unique-ticker
3235,NA,RVTN.ACCELERATION ACQ. CL B,BGRY,16,8,2,824.0,Non-unique-ticker
3236,NA,RVTN.ACCELERATION ACQ. CL C,BGRY,16,8,2,824.0,Non-unique-ticker
3335,NA,SOTHEBYS HDG.'B',BID,1179,53,9,824.0,Non-unique-ticker
3334,US8358981079,SOTHEBY'S DEAD - DELIST.03/10/19,BID,1179,53,9,891.0,Non-unique-ticker
2148,NA,BIG LOTS 'B',BIG,1029,62,9,824.0,Non-unique-ticker
245,US0893021032,BIG LOTS,BIG,1029,62,9,1509.0,Non-unique-ticker
251,US0905721082,BIO-RAD LABS.'B',BIO,923,26,9,1509.0,Non-unique-ticker
250,US0905722072,BIO-RAD LABORATORIES 'A',BIO,923,26,9,1509.0,Non-unique-ticker
2127,NA,BAKER HUGHES GE CO CL B,BKR,335,26,8,824.0,Non-unique-ticker
2965,NA,MICHAEL BAKER CORP CLASS B,BKR,335,26,8,824.0,Non-unique-ticker
2128,US0582642015,BALDWIN TECH.'B' DEAD - 21/03/12,BLD,268,24,6,,Non-unique-ticker
1700,US89055F1030,TOPBUILD,BLD,268,24,6,1509.0,Non-unique-ticker
258,US09247X1019,BLACKROCK,BLK,2128,71,9,1509.0,Non-unique-ticker
2160,US09247X2009,BLACKROCK 'B' DEAD - DELIST 02/10/06,BLK,2128,71,9,,Non-unique-ticker
2161,NA,BLEND LABS INC CL B,BLND,15,8,3,824.0,Non-unique-ticker
261,US09352U1088,BLEND LABS A,BLND,15,8,3,169.0,Non-unique-ticker
2134,NA,BARNESANDNOBLE COM 'B',BNBN,0,0,0,824.0,Non-unique-ticker
2135,NA,BARNESANDNOBLE COM 'C',BNBN,0,0,0,824.0,Non-unique-ticker
2140,NA,BEACHBODY COMPANY CL B,BODY,7,6,2,824.0,Non-unique-ticker
231,US0734631015,BEACHBODY COMPANY A,BODY,7,6,2,294.0,Non-unique-ticker
3285,NA,SEVEN OAKS ACQUISITION CL B,BOXD,7,4,3,824.0,Non-unique-ticker
281,US1031741085,BOXED,BOXD,7,4,3,277.0,Non-unique-ticker
2197,NA,BROOKFIELD PROPERTY REIT INC CL B,BPYU,41,25,4,824.0,Non-unique-ticker
2198,NA,BROOKFIELD PROPERTY REIT INC CL C,BPYU,41,25,4,824.0,Non-unique-ticker
2199,NA,BROOKFIELD REALTY CAP.,BRCC,10,9,2,824.0,Non-unique-ticker
